,0,1,2,3,4,5,6,7,8,9,10
579,66.67,40.0,50.0,33.33,55.56,27.09,5.15,69.44,100.0,0.56,1.0
117,33.33,60.0,75.0,46.67,77.78,44.7,7.22,88.89,100.0,2.54,0.0
211,66.67,30.0,50.0,33.33,11.11,22.35,5.15,41.67,100.0,10.96,0.0
15,0.0,60.0,50.0,33.33,55.56,60.05,5.15,83.33,100.0,45.48,0.0
485,66.67,30.0,75.0,33.33,77.78,22.35,7.22,41.67,100.0,10.96,1.0
361,66.67,40.0,50.0,33.33,55.56,22.35,3.09,83.33,100.0,10.96,1.0
74,33.33,40.0,50.0,33.33,55.56,18.28,5.15,59.42,100.0,0.0,0.0
21,0.0,40.0,50.0,33.33,55.56,16.48,5.15,91.67,100.0,0.85,0.0
214,66.67,30.0,50.0,60.0,77.78,27.31,7.22,36.11,100.0,9.32,0.0
494,0.0,20.0,50.0,33.33,55.56,12.42,5.15,56.94,100.0,7.34,1.0
518,66.67,60.0,0.0,33.33,11.11,22.35,5.15,96.22,100.0,10.96,1.0
257,66.67,70.0,50.0,33.33,55.56,22.35,5.15,27.78,100.0,10.96,0.0
17,0.0,0.0,50.0,33.33,55.56,58.69,5.15,66.67,100.0,12.15,0.0
192,66.67,60.0,25.0,20.0,33.33,22.35,3.09,52.78,100.0,10.96,0.0
150,66.67,40.0,50.0,33.33,33.33,22.35,3.09,38.19,100.0,10.96,0.0
372,33.33,80.0,50.0,33.33,55.56,47.63,5.15,63.89,100.0,41.53,1.0
31,0.0,10.0,50.0,33.33,55.56,23.7,5.15,52.78,100.0,17.51,0.0
103,33.33,70.0,50.0,33.33,55.56,48.76,5.15,63.89,100.0,16.95,0.0
138,66.67,30.0,50.0,33.33,33.33,51.02,3.09,72.22,100.0,4.8,0.0
429,33.33,70.0,75.0,46.67,55.56,56.88,7.22,83.33,100.0,2.54,1.0
225,66.67,40.0,25.0,20.0,33.33,35.67,5.15,52.78,100.0,4.24,0.0
111,33.33,10.0,50.0,33.33,55.56,34.99,5.15,52.78,100.0,4.24,0.0
7,0.0,70.0,25.0,20.0,33.33,5.42,3.09,55.56,100.0,5.08,0.0
78,33.33,60.0,50.0,33.33,77.78,3.16,7.22,58.33,100.0,0.85,0.0
379,66.67,10.0,50.0,46.67,33.33,22.35,3.09,38.89,100.0,10.96,1.0
540,33.33,70.0,75.0,46.67,77.78,43.34,7.22,72.22,100.0,10.73,1.0
370,0.0,50.0,75.0,46.67,55.56,32.73,7.22,61.11,100.0,16.38,1.0
343,33.33,50.0,75.0,33.33,77.78,35.44,7.22,50.0,100.0,1.69,1.0
365,33.33,60.0,75.0,33.33,77.78,4.51,7.22,72.22,100.0,0.0,1.0
83,33.33,60.0,50.0,33.33,77.78,65.46,5.15,58.33,100.0,0.56,0.0
433,33.33,40.0,50.0,33.33,55.56,21.22,5.15,77.03,100.0,14.12,1.0
284,66.67,30.0,0.0,33.33,11.11,22.35,1.03,58.69,100.0,10.96,0.0
75,33.33,30.0,50.0,33.33,55.56,11.51,5.15,59.42,100.0,2.82,0.0
536,33.33,70.0,50.0,33.33,55.56,38.6,5.15,59.42,100.0,4.24,1.0
508,66.67,20.0,75.0,33.33,55.56,47.18,7.22,52.78,100.0,11.3,1.0
2,0.0,30.0,50.0,33.33,55.56,49.89,5.15,72.22,100.0,2.54,0.0
407,66.67,80.0,0.0,33.33,55.56,22.35,5.15,75.0,100.0,10.96,1.0
298,100.0,50.0,25.0,33.33,55.56,22.35,5.15,47.22,100.0,10.96,0.0
79,33.33,20.0,75.0,46.67,77.78,43.34,7.22,72.22,100.0,9.89,0.0
269,66.67,40.0,75.0,33.33,77.78,22.35,3.09,52.78,100.0,10.96,0.0
208,66.67,20.0,25.0,33.33,55.56,22.35,5.15,58.33,100.0,10.96,0.0
341,66.67,20.0,50.0,33.33,33.33,24.38,3.09,52.08,100.0,0.85,1.0
218,66.67,60.0,50.0,33.33,11.11,22.35,1.03,50.0,100.0,10.96,0.0
193,66.67,40.0,50.0,33.33,77.78,18.06,1.03,61.11,100.0,2.26,0.0
516,66.67,80.0,25.0,20.0,33.33,22.35,5.15,61.11,100.0,10.96,1.0
489,66.67,50.0,50.0,20.0,33.33,41.53,3.09,61.11,100.0,12.71,1.0
197,66.67,60.0,25.0,33.33,33.33,22.35,3.09,55.56,100.0,10.96,0.0
250,66.67,30.0,0.0,33.33,11.11,22.35,1.03,88.89,100.0,10.96,0.0
580,0.0,50.0,50.0,46.67,55.56,22.35,5.15,59.42,100.0,10.96,1.0
139,66.67,60.0,25.0,33.33,55.56,22.35,5.15,61.11,100.0,10.96,0.0
167,66.67,60.0,25.0,46.67,77.78,62.3,3.09,55.56,100.0,0.85,0.0
354,33.33,80.0,50.0,33.33,55.56,34.76,5.15,59.42,100.0,3.95,1.0
606,0.0,0.0,0.0,33.33,11.11,22.35,1.03,59.42,100.0,10.96,1.0
403,66.67,50.0,0.0,33.33,11.11,22.35,1.03,50.0,100.0,10.96,1.0
395,0.0,30.0,0.0,6.67,11.11,22.35,1.03,59.42,100.0,10.96,1.0
609,66.67,30.0,50.0,33.33,55.56,22.35,5.15,72.22,100.0,10.96,1.0
278,66.67,50.0,25.0,33.33,33.33,22.35,5.15,55.56,100.0,10.96,0.0
525,33.33,30.0,75.0,33.33,55.56,34.54,5.15,75.0,100.0,1.69,1.0
100,33.33,80.0,50.0,33.33,55.56,32.73,5.15,63.89,100.0,2.54,0.0
305,100.0,60.0,0.0,33.33,11.11,22.35,5.15,72.22,100.0,10.96,0.0
490,66.67,40.0,50.0,33.33,55.56,22.35,5.15,75.0,100.0,10.96,1.0
632,66.67,40.0,50.0,33.33,55.56,22.35,1.03,47.22,100.0,10.96,1.0
640,66.67,50.0,25.0,46.67,55.56,10.84,3.09,55.56,100.0,3.95,1.0
310,100.0,70.0,0.0,33.33,33.33,22.35,5.15,66.67,100.0,10.96,0.0
608,66.67,30.0,50.0,46.67,11.11,22.35,5.15,44.44,100.0,10.96,1.0
321,100.0,60.0,25.0,33.33,55.56,22.35,5.15,38.89,100.0,10.96,0.0
268,66.67,60.0,100.0,33.33,33.33,22.35,9.28,41.67,100.0,10.96,0.0
357,66.67,30.0,50.0,33.33,11.11,47.18,5.15,50.0,100.0,3.67,1.0
637,0.0,40.0,50.0,46.67,77.78,33.86,7.22,52.78,100.0,13.28,1.0
154,66.67,70.0,50.0,33.33,11.11,21.9,1.03,66.67,100.0,16.1,0.0
131,33.33,50.0,50.0,33.33,55.56,38.83,5.15,41.67,100.0,12.71,0.0
230,66.67,70.0,50.0,33.33,11.11,22.35,5.15,66.67,100.0,10.96,0.0
374,0.0,90.0,50.0,33.33,55.56,22.35,5.15,59.42,100.0,10.96,1.0
270,66.67,30.0,25.0,33.33,55.56,22.35,5.15,63.89,100.0,10.96,0.0
114,33.33,20.0,50.0,33.33,55.56,31.38,5.15,59.42,100.0,5.08,0.0
402,66.67,0.0,25.0,33.33,33.33,22.35,3.09,50.0,100.0,10.96,1.0
217,66.67,40.0,0.0,6.67,11.11,22.35,1.03,44.44,100.0,10.96,0.0
463,66.67,60.0,0.0,46.67,33.33,22.35,1.03,47.22,100.0,10.96,1.0
633,66.67,20.0,25.0,33.33,33.33,22.35,3.09,41.67,100.0,10.96,1.0
287,66.67,40.0,50.0,33.33,55.56,22.35,5.15,66.67,100.0,10.96,0.0
90,33.33,50.0,50.0,33.33,55.56,27.77,5.15,59.42,100.0,7.91,0.0
210,66.67,80.0,0.0,6.67,11.11,22.35,1.03,41.67,100.0,10.96,0.0
226,66.67,50.0,50.0,33.33,55.56,22.35,5.15,58.33,100.0,10.96,0.0
620,0.0,100.0,50.0,33.33,55.56,2.26,5.15,72.22,100.0,2.26,1.0
350,33.33,20.0,50.0,33.33,55.56,47.63,5.15,58.33,100.0,0.28,1.0
299,100.0,40.0,50.0,33.33,33.33,22.35,5.15,55.56,100.0,10.96,0.0
151,66.67,70.0,0.0,33.33,11.11,13.54,5.15,44.44,100.0,0.85,0.0
477,33.33,60.0,50.0,33.33,55.56,43.79,5.15,63.89,100.0,12.43,1.0
94,33.33,30.0,75.0,46.67,55.56,56.88,7.22,83.33,100.0,1.69,0.0
355,66.67,30.0,50.0,33.33,55.56,22.35,5.15,55.56,100.0,10.96,1.0
631,33.33,70.0,50.0,33.33,55.56,22.35,5.15,69.44,100.0,7.91,1.0
344,66.67,50.0,0.0,60.0,11.11,22.35,5.15,75.0,100.0,10.96,1.0
263,66.67,70.0,0.0,33.33,55.56,22.35,1.03,58.33,100.0,10.96,0.0
501,0.0,50.0,50.0,33.33,55.56,16.7,5.15,41.67,100.0,9.32,1.0
259,66.67,20.0,25.0,46.67,33.33,22.35,3.09,63.89,100.0,10.96,0.0
36,0.0,30.0,50.0,33.33,55.56,46.95,5.15,38.89,100.0,41.24,0.0
334,0.0,30.0,50.0,33.33,55.56,17.38,5.15,50.0,100.0,11.58,1.0
572,66.67,50.0,0.0,33.33,11.11,13.54,7.22,30.56,100.0,3.95,1.0
629,33.33,30.0,50.0,33.33,55.56,47.63,5.15,55.56,100.0,13.56,1.0
0,0.0,20.0,50.0,86.67,55.56,0.0,5.15,36.11,100.0,0.28,0.0
41,0.0,10.0,50.0,33.33,55.56,8.13,5.15,63.89,100.0,0.56,0.0
144,66.67,60.0,50.0,33.33,55.56,22.35,5.15,80.56,100.0,10.96,0.0
329,33.33,60.0,50.0,46.67,55.56,6.09,7.22,72.22,100.0,0.0,1.0
10,0.0,40.0,50.0,33.33,55.56,20.32,5.15,69.44,100.0,6.5,0.0
643,33.33,70.0,50.0,33.33,55.56,22.8,5.15,55.56,100.0,10.45,1.0
644,33.33,40.0,50.0,33.33,55.56,53.05,5.15,55.56,100.0,1.13,1.0
237,66.67,40.0,50.0,33.33,55.56,22.35,1.03,50.0,100.0,10.96,0.0
189,66.67,60.0,50.0,33.33,33.33,22.35,5.15,72.22,100.0,10.96,0.0
491,66.67,40.0,50.0,33.33,33.33,22.35,3.09,61.11,100.0,10.96,1.0
621,66.67,40.0,75.0,46.67,33.33,33.86,7.22,52.78,100.0,1.13,1.0
584,66.67,20.0,50.0,33.33,55.56,22.35,5.15,55.56,100.0,10.96,1.0
297,100.0,70.0,50.0,33.33,33.33,22.35,5.15,61.11,100.0,10.96,0.0
408,66.67,40.0,0.0,33.33,11.11,22.35,5.15,41.67,100.0,10.96,1.0
348,66.67,40.0,25.0,33.33,55.56,23.93,5.15,79.97,100.0,3.95,1.0
38,0.0,60.0,50.0,33.33,55.56,49.44,5.15,72.22,100.0,26.84,0.0
515,33.33,70.0,75.0,46.67,77.78,70.65,7.22,72.22,100.0,8.76,1.0
497,33.33,50.0,0.0,6.67,11.11,36.12,1.03,63.89,100.0,13.28,1.0
107,33.33,70.0,50.0,46.67,77.78,65.24,5.15,88.89,100.0,1.98,0.0
285,66.67,30.0,75.0,33.33,33.33,43.12,5.15,47.22,100.0,19.77,0.0
81,33.33,40.0,100.0,60.0,77.78,25.06,9.28,63.89,100.0,9.04,0.0
125,33.33,80.0,50.0,33.33,55.56,42.89,5.15,59.42,100.0,7.63,0.0
470,33.33,0.0,75.0,46.67,77.78,26.86,7.22,63.89,100.0,2.54,1.0
420,66.67,80.0,50.0,33.33,33.33,33.86,5.15,55.56,100.0,8.76,1.0
183,66.67,50.0,50.0,20.0,33.33,22.35,5.15,66.67,100.0,10.96,0.0
246,66.67,50.0,25.0,33.33,33.33,22.35,7.22,69.44,100.0,10.96,0.0
205,66.67,20.0,50.0,20.0,55.56,22.35,3.09,66.67,100.0,10.96,0.0
267,66.67,10.0,25.0,33.33,33.33,22.35,5.15,44.44,100.0,10.96,0.0
545,66.67,20.0,25.0,33.33,55.56,22.35,5.15,52.78,100.0,10.96,1.0
49,0.0,30.0,50.0,33.33,55.56,22.35,5.15,59.42,100.0,10.96,0.0
589,33.33,20.0,50.0,33.33,55.56,34.99,5.15,47.22,100.0,16.95,1.0
597,66.67,0.0,25.0,33.33,33.33,27.31,5.15,75.0,100.0,1.41,1.0
574,0.0,100.0,50.0,46.67,77.78,22.35,7.22,59.42,100.0,10.96,1.0
67,0.0,10.0,50.0,33.33,55.56,22.35,5.15,59.42,100.0,10.96,0.0
595,66.67,70.0,25.0,33.33,33.33,22.35,3.09,72.22,100.0,10.96,1.0
337,66.67,40.0,50.0,33.33,33.33,22.35,3.09,63.89,100.0,10.96,1.0
345,0.0,30.0,50.0,73.33,55.56,22.35,5.15,59.42,100.0,10.96,1.0
330,33.33,40.0,50.0,33.33,55.56,52.37,5.15,59.42,100.0,10.17,1.0
342,33.33,50.0,50.0,33.33,55.56,34.09,5.15,55.56,100.0,17.8,1.0
544,66.67,30.0,0.0,46.67,55.56,16.48,5.15,38.89,100.0,7.06,1.0
161,66.67,20.0,25.0,46.67,11.11,22.35,5.15,88.89,100.0,10.96,0.0
539,0.0,60.0,50.0,46.67,77.78,34.54,5.15,72.22,100.0,29.38,1.0
1,0.0,50.0,50.0,33.33,55.56,6.55,5.15,90.28,100.0,1.98,0.0
307,100.0,60.0,25.0,20.0,55.56,22.35,5.15,52.78,100.0,10.96,0.0
513,0.0,10.0,75.0,46.67,100.0,44.47,7.22,63.89,100.0,2.82,1.0
227,66.67,40.0,25.0,20.0,33.33,31.15,3.09,38.89,100.0,19.77,0.0
507,0.0,30.0,75.0,46.67,77.78,16.25,7.22,77.78,100.0,3.67,1.0
625,66.67,80.0,25.0,33.33,55.56,22.35,5.15,52.78,100.0,10.96,1.0
352,66.67,10.0,0.0,46.67,11.11,22.35,1.03,44.44,100.0,10.96,1.0
295,100.0,50.0,50.0,33.33,11.11,22.35,1.03,69.44,100.0,10.96,0.0
530,33.33,60.0,75.0,33.33,77.78,59.82,7.22,58.33,100.0,15.82,1.0
5,0.0,30.0,50.0,33.33,55.56,44.02,5.15,55.56,100.0,9.32,0.0
303,100.0,0.0,100.0,33.33,100.0,22.35,5.15,61.11,100.0,10.96,0.0
206,66.67,20.0,0.0,33.33,11.11,22.35,1.03,50.0,100.0,10.96,0.0
220,66.67,60.0,25.0,33.33,55.56,22.35,5.15,58.33,100.0,10.96,0.0
153,66.67,60.0,50.0,33.33,55.56,22.35,5.15,63.89,100.0,10.96,0.0
64,0.0,50.0,50.0,33.33,55.56,22.35,5.15,59.42,100.0,10.96,0.0
281,66.67,70.0,25.0,33.33,33.33,22.35,7.22,38.89,100.0,10.96,0.0
434,100.0,50.0,25.0,33.33,55.56,22.35,5.15,77.78,100.0,10.96,1.0
570,33.33,60.0,50.0,33.33,55.56,21.22,5.15,65.67,100.0,16.1,1.0
8,0.0,20.0,50.0,33.33,55.56,30.02,5.15,75.0,100.0,10.45,0.0
33,0.0,10.0,50.0,33.33,55.56,18.96,5.15,52.78,100.0,9.6,0.0
583,0.0,40.0,50.0,33.33,55.56,22.35,5.15,59.42,100.0,10.96,1.0
121,33.33,60.0,75.0,33.33,55.56,34.54,5.15,58.33,100.0,9.32,0.0
322,100.0,0.0,50.0,33.33,33.33,22.35,5.15,38.89,100.0,10.96,0.0
510,66.67,20.0,50.0,33.33,33.33,46.73,3.09,30.56,100.0,4.52,1.0
181,66.67,20.0,50.0,20.0,55.56,34.54,3.09,41.67,100.0,7.63,0.0
647,33.33,50.0,50.0,33.33,55.56,48.76,5.15,59.42,100.0,17.51,1.0
409,33.33,40.0,50.0,33.33,55.56,27.77,5.15,72.22,100.0,8.19,1.0
63,0.0,40.0,50.0,33.33,55.56,22.35,5.15,59.42,100.0,10.96,0.0
112,33.33,50.0,75.0,46.67,77.78,22.35,7.22,72.22,100.0,11.58,0.0
160,66.67,60.0,0.0,33.33,77.78,22.35,7.22,66.67,100.0,10.96,0.0
634,0.0,40.0,50.0,33.33,55.56,22.35,5.15,59.42,100.0,10.96,1.0
416,66.67,60.0,50.0,20.0,33.33,24.83,5.15,44.44,100.0,10.17,1.0
286,66.67,40.0,0.0,6.67,11.11,22.35,3.09,36.11,100.0,10.96,0.0
388,66.67,50.0,0.0,33.33,11.11,22.35,5.15,36.11,100.0,10.96,1.0
483,0.0,50.0,50.0,33.33,55.56,22.35,5.15,59.42,100.0,10.96,1.0
235,66.67,50.0,50.0,33.33,55.56,22.35,5.15,55.56,100.0,10.96,0.0
325,66.67,60.0,25.0,33.33,55.56,22.35,5.15,52.78,100.0,10.96,1.0
133,33.33,30.0,75.0,46.67,77.78,12.42,7.22,50.0,100.0,14.12,0.0
384,66.67,20.0,75.0,33.33,33.33,22.35,5.15,61.11,100.0,10.96,1.0
464,33.33,30.0,75.0,46.67,77.78,48.31,7.22,72.22,100.0,26.27,1.0
137,66.67,30.0,0.0,33.33,11.11,22.35,1.03,50.0,100.0,10.96,0.0
28,0.0,40.0,50.0,33.33,55.56,57.11,5.15,63.89,100.0,45.48,0.0
468,0.0,40.0,50.0,33.33,55.56,22.35,5.15,59.42,100.0,10.96,1.0
271,66.67,70.0,75.0,33.33,11.11,37.92,1.03,52.78,100.0,10.17,0.0
240,66.67,40.0,0.0,33.33,33.33,22.35,7.22,86.11,100.0,10.96,0.0
475,0.0,0.0,0.0,33.33,11.11,22.35,1.03,59.42,100.0,10.96,1.0
248,66.67,30.0,25.0,33.33,33.33,22.35,3.09,63.89,100.0,10.96,0.0
645,0.0,40.0,50.0,33.33,55.56,22.35,5.15,91.67,100.0,1.98,1.0
291,66.67,70.0,25.0,33.33,77.78,43.57,7.22,47.22,100.0,18.36,0.0
80,33.33,30.0,50.0,33.33,55.56,22.35,5.15,59.42,100.0,14.69,0.0
309,100.0,0.0,25.0,33.33,33.33,22.35,3.09,52.78,100.0,10.96,0.0
560,33.33,50.0,50.0,33.33,55.56,16.93,5.15,69.44,100.0,0.28,1.0
482,66.67,40.0,25.0,33.33,55.56,22.35,5.15,66.67,100.0,10.96,1.0
50,0.0,70.0,0.0,6.67,11.11,22.35,1.03,59.42,100.0,10.96,0.0
454,0.0,40.0,50.0,33.33,55.56,38.6,5.15,80.56,100.0,17.23,1.0
274,66.67,70.0,75.0,33.33,33.33,22.35,7.22,44.44,100.0,10.96,0.0
486,66.67,40.0,50.0,33.33,33.33,22.35,3.09,75.0,100.0,10.96,1.0
184,66.67,20.0,25.0,33.33,33.33,22.35,3.09,75.0,100.0,10.96,0.0
315,100.0,0.0,75.0,33.33,33.33,22.35,5.15,75.0,100.0,10.96,0.0
596,66.67,0.0,50.0,33.33,33.33,22.35,3.09,61.11,100.0,10.96,1.0
238,66.67,60.0,50.0,33.33,55.56,22.35,3.09,50.0,100.0,10.96,0.0
304,100.0,80.0,25.0,33.33,55.56,22.35,3.09,66.67,100.0,10.96,0.0
122,33.33,30.0,50.0,33.33,55.56,34.54,5.15,59.42,100.0,7.34,0.0
233,66.67,40.0,50.0,46.67,11.11,22.35,5.15,44.44,100.0,10.96,0.0
253,66.67,60.0,50.0,33.33,55.56,27.09,5.15,63.89,100.0,1.98,0.0
428,33.33,50.0,50.0,33.33,55.56,92.33,5.15,77.78,100.0,6.21,1.0
447,33.33,50.0,0.0,6.67,11.11,36.12,1.03,55.56,100.0,14.41,1.0
622,66.67,60.0,25.0,33.33,77.78,22.35,7.22,50.0,100.0,10.96,1.0
202,66.67,30.0,25.0,20.0,33.33,35.67,5.15,47.22,100.0,11.3,0.0
511,0.0,40.0,50.0,33.33,55.56,3.84,5.15,80.56,100.0,0.85,1.0
610,66.67,60.0,25.0,46.67,77.78,62.3,3.09,58.33,100.0,11.3,1.0
419,66.67,60.0,50.0,33.33,55.56,22.35,1.03,69.44,100.0,10.96,1.0
120,33.33,50.0,75.0,46.67,77.78,43.34,7.22,72.22,100.0,6.78,0.0
368,66.67,60.0,50.0,33.33,11.11,20.77,5.15,38.89,100.0,3.67,1.0
48,0.0,0.0,50.0,33.33,55.56,22.35,5.15,59.42,100.0,10.96,0.0
207,66.67,50.0,50.0,33.33,33.33,24.15,3.09,61.11,100.0,0.0,0.0
