jumlah_siswa_1_5,indeks_mapel_un_1_5,ranking_mapel_un_1_5,persentase_ranking_un_1_5,jumlah_siswa_3_5,indeks_mapel_un_3_5,ranking_mapel_un_3_5,persentase_ranking_un_3_5,lulus_tpb
166,86.48076923,17,10.24096386,165,82.21666667,21,12.72727273,1
219,85.12605042,63,28.76712329,219,85.30333333,74,33.78995434,1
219,86.73,25,11.41552511,219,88.63,28,12.78538813,1
219,85.03,67,30.59360731,219,86.61666667,74,33.78995434,1
219,85.09243697,65,29.6803653,219,86.48333333,79,36.07305936,1
98,82.49137931,10,10.20408163,125,80.17666667,52,41.6,1
121,81.89423077,8,6.611570248,121,81.34,5,4.132231405,1
165,85.88221154,4,2.424242424,165,83.89333333,28,16.96969697,1
46,87.74074074,5,10.86956522,46,89.83666667,12,26.08695652,1
166,83.96153846,68,40.96385542,166,86.32,67,40.36144578,1
172,85.63461538,3,1.744186047,172,86.32666667,3,1.744186047,1
172,84.4,12,6.976744186,172,86.63333333,9,5.23255814,1
148,79.15384615,63,42.56756757,147,79.93666667,69,46.93877551,1
163,83.38888889,17,10.42944785,280,81,65,23.21428571,1
163,83.68518519,12,7.36196319,220,83.18666667,54,24.54545455,1
99,83.23,33,33.33333333,99,83.94,42,42.42424242,1
113,86.96850394,8,7.079646018,113,87.55333333,11,9.734513274,1
160,82.28125,11,6.875,194,83.19,12,6.18556701,1
222,85.97340426,97,43.69369369,222,85.29333333,134,60.36036036,1
161,82.0411215,28,17.39130435,159,80.10333333,32,20.12578616,1
235,79.89256198,87,37.0212766,235,80.64333333,80,34.04255319,1
255,89.21259843,52,20.39215686,336,88.21666667,45,13.39285714,1
233,79.96153846,81,34.7639485,233,79.74333333,112,48.06866953,1
187,85.59677419,21,11.22994652,237,84.14,29,12.23628692,1
220,84.36057692,22,10,220,83.06333333,24,10.90909091,1
233,87.98,15,6.43776824,233,88.28666667,14,6.008583691,1
142,84.1,16,11.26760563,142,86.66333333,15,10.56338028,1
117,84.42592593,5,4.273504274,158,84.61333333,13,8.227848101,1
115,83.34848485,27,23.47826087,172,80.24333333,31,18.02325581,0
137,82.29365079,14,10.2189781,170,81.71666667,25,14.70588235,0
251,89.19,24,9.561752988,251,90.87333333,27,10.75697211,1
91,80.76724138,6,6.593406593,91,81.86333333,5,5.494505495,1
166,86.04807692,27,16.26506024,166,86.07,27,16.26506024,1
157,82.975,14,8.917197452,202,84.24333333,13,6.435643564,1
223,82.17,55,24.66367713,223,83.94,64,28.69955157,1
219,85.70588235,44,20.0913242,211,84.07333333,75,35.5450237,1
219,85.6302521,47,21.46118721,212,83.82,42,19.81132075,1
219,84.60504202,83,37.89954338,219,86.34333333,84,38.35616438,1
157,84.71666667,2,1.27388535,202,84.34666667,3,1.485148515,0
160,83.375,3,1.875,230,81.43666667,14,6.086956522,1
219,86.1092437,36,16.43835616,211,84.91666667,49,23.22274882,1
121,79.52884615,22,18.18181818,121,81.33666667,19,15.70247934,1
166,84.21153846,62,37.34939759,166,83.58,59,35.54216867,0
108,81.69565217,33,30.55555556,162,81.91333333,65,40.12345679,1
97,84.9222807,32,32.98969072,97,86.67,28,28.86597938,1
82,84.2972973,6,7.317073171,80,86.22333333,6,7.5,1
219,85.45,52,23.74429224,219,86.61666667,74,33.78995434,0
239,84.89,32,13.38912134,239,87.51666667,21,8.786610879,0
108,82.53623188,10,9.259259259,160,82.01333333,40,25,1
220,87.08653846,46,20.90909091,220,86.71,51,23.18181818,1
166,87.63461538,10,6.024096386,166,85.78666667,15,9.036144578,1
179,87.02,53,29.60893855,178,88.02,53,29.7752809,1
220,83.30769231,24,10.90909091,220,78.85,49,22.27272727,1
166,84.91346154,42,25.30120482,166,84.24,49,29.51807229,1
144,88,20,13.88888889,144,90.33,9,6.25,1
108,82.03623188,26,24.07407407,107,83.21333333,24,22.42990654,1
102,82.24603175,12,11.76470588,132,81.9,16,12.12121212,1
214,83.61538462,22,10.28037383,214,85.14333333,18,8.411214953,1
60,77.76456897,13,21.66666667,60,75.97333333,18,30,1
187,85.82,15,8.021390374,186,89.03666667,18,9.677419355,1
179,88.62,23,12.84916201,178,89.9,22,12.35955056,0
148,82.72115385,27,18.24324324,147,83.26,25,17.00680272,1
214,82.92307692,50,23.36448598,214,84.02333333,56,26.1682243,1
220,86.48076923,69,31.36363636,220,86.52666667,55,25,1
137,82.01587302,21,15.32846715,202,79.79666667,58,28.71287129,1
62,81.88425926,2,3.225806452,90,83.10333333,2,2.222222222,1
187,87.60483871,2,1.069518717,237,88.11333333,3,1.265822785,0
233,78.69230769,117,50.21459227,233,77.46,107,45.92274678,1
220,86.76923077,58,26.36363636,220,86.69333333,72,32.72727273,1
222,88.04255319,56,25.22522523,221,88.57666667,68,30.76923077,0
255,88.33858268,73,28.62745098,296,89.76333333,72,24.32432432,1
126,79.18,24,19.04761905,126,79.07,46,36.50793651,1
126,79.52,17,13.49206349,126,79.37333333,41,32.53968254,0
187,84.37096774,44,23.52941176,237,84.61666667,59,24.89451477,1
137,85.93269231,33,24.08759124,120,84.41,25,20.83333333,1
214,83.33653846,35,16.35514019,214,83.85666667,46,21.4953271,1
97,82.92403509,48,49.48453608,97,82.40666667,46,47.42268041,1
242,79.33,114,47.10743802,242,80.60666667,126,52.0661157,1
263,88.5,21,7.984790875,263,88.71333333,23,8.745247148,1
177,84.04477612,14,7.90960452,172,86.77666667,7,4.069767442,1
160,82.484375,8,5,160,83.84666667,11,6.875,1
233,88.17821782,11,4.721030043,233,88.17333333,12,5.150214592,1
79,82.75862069,5,6.329113924,79,81.19666667,12,15.18987342,1
143,82.90990991,71,49.65034965,242,81.57333333,58,23.96694215,1
255,88.77952756,63,24.70588235,296,88.08333333,89,30.06756757,1
137,83.04411765,4,2.919708029,137,84.02666667,3,2.189781022,1
175,78.69230769,57,32.57142857,175,78.92333333,69,39.42857143,1
208,87,56,26.92307692,206,88.27333333,50,24.27184466,0
108,85.89,49,45.37037037,108,87.42333333,42,38.88888889,1
31,81.50202429,2,6.451612903,31,80.74666667,3,9.677419355,0
192,87.16923077,42,21.875,259,85.69333333,67,25.86872587,1
157,84.35,6,3.821656051,248,83.28333333,6,2.419354839,0
255,90.39370079,33,12.94117647,296,90.39333333,40,13.51351351,1
42,92.39423077,1,2.380952381,42,92.12,1,2.380952381,1
255,91.76377953,14,5.490196078,296,91.96,32,10.81081081,0
251,88.09302326,43,17.1314741,251,90.18333333,38,15.13944223,1
148,83.38461538,16,10.81081081,146,82.64,19,13.01369863,1
255,90.8976378,25,9.803921569,336,89.55333333,26,7.738095238,1
121,80.70192308,15,12.39669421,121,81.55,15,12.39669421,1
121,80.39423077,17,14.04958678,121,78.89333333,19,15.70247934,0
82,83.93711712,9,10.97560976,79,83.6,11,13.92405063,1
97,83.57798246,43,44.32989691,97,83.93,46,47.42268041,1
197,83.7,22,11.16751269,248,82.45666667,33,13.30645161,1
156,83.13559322,26,16.66666667,224,81.92666667,61,27.23214286,1
174,77.3125,61,35.05747126,263,77.64333333,100,38.02281369,1
115,87.03787879,1,0.869565217,115,89.2,3,2.608695652,1
162,92.609375,3,1.851851852,232,89.84666667,6,2.586206897,1
126,86.4,44,34.92063492,167,86.61333333,50,29.94011976,1
158,78.61538462,17,10.75949367,158,77.99666667,19,12.02531646,1
187,85.06451613,34,18.18181818,230,85.98,62,26.95652174,1
137,85.58653846,49,35.76642336,122,84.64333333,40,32.78688525,1
137,85.07692308,59,43.06569343,124,85.75,50,40.32258065,1
137,86.77884615,22,16.05839416,124,87.43666667,28,22.58064516,1
158,79.41346154,13,8.227848101,158,82.66666667,12,7.594936709,1
108,82.47826087,11,10.18518519,107,83.35666667,20,18.69158879,1
158,80.22115385,9,5.696202532,158,79.87333333,11,6.962025316,1
107,80.48076923,34,31.77570093,107,80.45666667,33,30.8411215,1
97,85.33982456,28,28.86597938,97,85.32,32,32.98969072,1
97,84.64859649,36,37.11340206,97,84.83333333,40,41.2371134,1
137,85.68269231,45,32.84671533,134,88.30333333,51,38.05970149,0
137,82.88445378,6,4.379562044,137,83.87333333,7,5.109489051,1
137,85.36538462,53,38.68613139,134,86.97,69,51.49253731,1
137,85.64423077,46,33.57664234,131,86.93333333,50,38.16793893,1
137,84.64423077,69,50.3649635,131,85.43,61,46.5648855,1
137,84.51680672,1,0.729927007,137,84.53333333,1,0.729927007,1
137,82.20634921,16,11.67883212,202,81.30333333,47,23.26732673,1
137,81.01680672,13,9.489051095,137,81.21333333,18,13.13868613,1
160,80.65625,41,25.625,196,80.17333333,48,24.48979592,1
137,84.46153846,72,52.55474453,120,82.16666667,68,56.66666667,1
187,85.2983871,29,15.50802139,230,85.24666667,24,10.43478261,0
162,89.1796875,48,29.62962963,197,88.26,93,47.20812183,1
233,84.40384615,26,11.15879828,233,84.33,35,15.02145923,1
233,80.11538462,75,32.1888412,233,79.93,58,24.89270386,1
187,84.70967742,37,19.78609626,237,85.23,34,14.34599156,1
187,87.22580645,3,1.604278075,230,88.20333333,4,1.739130435,1
187,86.99193548,4,2.139037433,230,87.66666667,8,3.47826087,1
233,80.25,73,31.3304721,233,79.41333333,71,30.472103,1
157,83.28333333,11,7.006369427,247,80.79333333,15,6.072874494,1
148,84.71153846,6,4.054054054,148,86.54666667,7,4.72972973,1
255,89.23622047,51,20,296,89.50333333,58,19.59459459,0
104,78.78,6,5.769230769,103,79.38666667,7,6.796116505,1
179,87.85,35,19.55307263,178,88.77333333,37,20.78651685,1
160,81.765625,15,9.375,196,81.17666667,28,14.28571429,1
50,85.55555556,6,12,50,84.96666667,7,14,1
160,80.6953125,40,25,196,80.07333333,49,25,1
50,82.59677419,8,16,52,82,8,15.38461538,1
187,83.24193548,69,36.89839572,186,85.92,75,40.32258065,1
157,82.09,24,15.2866242,156,84.28333333,17,10.8974359,1
168,78.16346154,76,45.23809524,164,78.19,79,48.17073171,1
97,83.96153846,12,12.37113402,97,82.49666667,18,18.55670103,1
255,90.81102362,29,11.37254902,296,90.59666667,49,16.55405405,0
214,83.97115385,13,6.074766355,214,86.76,14,6.542056075,1
304,82.63461538,89,29.27631579,302,84.66666667,84,27.81456954,1
212,82.46153846,73,34.43396226,212,82.05333333,84,39.62264151,1
148,83.97115385,10,6.756756757,147,84.18,12,8.163265306,0
141,82.4,29,20.56737589,140,82.96666667,26,18.57142857,1
174,77.1875,66,37.93103448,218,76.61,97,44.49541284,0
160,81.3046875,26,16.25,230,80.08,31,13.47826087,1
160,81.5078125,22,13.75,194,82.23666667,30,15.46391753,1
139,81.34,66,47.48201439,139,80.57333333,87,62.58992806,1
197,83.25,96,48.73096447,196,82.17,86,43.87755102,1
214,82.54807692,60,28.03738318,214,82.56333333,66,30.8411215,1
156,83.83898305,16,10.25641026,191,83.70333333,24,12.56544503,1
160,81.671875,18,11.25,196,80.50333333,37,18.87755102,1
160,82.4609375,9,5.625,194,83.19,12,6.18556701,1
65,87.47619048,10,15.38461538,111,88.92,11,9.90990991,1
65,87.34126984,13,20,156,84.80333333,21,13.46153846,1
233,79.59615385,88,37.76824034,233,81.54333333,84,36.05150215,1
255,87.38582677,95,37.25490196,255,88.39333333,109,42.74509804,1
160,81.4296875,25,15.625,194,81.54333333,38,19.58762887,1
214,82.20192308,74,34.57943925,214,80.67333333,95,44.39252336,1
115,86.61363636,2,1.739130435,143,86.23666667,3,2.097902098,1
197,84.07,67,34.01015228,197,85.94,69,35.02538071,0
160,82.3828125,10,6.25,230,80.29666667,15,6.52173913,1
220,86.30769231,76,34.54545455,220,84.84,84,38.18181818,1
73,86.95762712,2,2.739726027,108,87.71,2,1.851851852,1
126,80.98,39,30.95238095,125,81.65333333,43,34.4,1
219,86.3697479,29,13.24200913,212,85.36666667,28,13.20754717,1
97,83.20859649,46,47.42268041,97,83.37,47,48.45360825,1
154,80.95076923,42,27.27272727,153,79.90666667,52,33.9869281,1
220,86.38461538,72,32.72727273,220,85.28666667,85,38.63636364,0
148,79.29807692,61,41.21621622,148,81.15333333,65,43.91891892,1
220,87.44230769,39,17.72727273,220,87.16666667,44,20,1
168,79.45192308,38,22.61904762,161,79.01,36,22.36024845,1
187,86.33870968,7,3.743315508,281,84.04333333,30,10.67615658,1
187,84.9516129,36,19.2513369,280,80.87666667,87,31.07142857,1
138,81.56097561,16,11.5942029,178,81.51333333,16,8.988764045,0
187,85.12096774,32,17.11229947,280,79.97666667,53,18.92857143,1
179,85.28,79,44.13407821,178,86.02,84,47.19101124,1
144,86.08653846,52,36.11111111,144,85.32666667,50,34.72222222,1
73,85.83050847,5,6.849315068,108,87.10333333,5,4.62962963,1
91,78.95689655,16,17.58241758,91,79.83,19,20.87912088,1
50,82.25641026,16,32,50,82.41666667,17,34,1
211,83.33,59,27.96208531,211,84.79,48,22.74881517,1
174,82.8,30,17.24137931,174,84.50333333,28,16.09195402,1
187,85.33064516,28,14.97326203,281,83.30333333,48,17.08185053,1
220,86.82692308,52,23.63636364,220,85.82333333,77,35,1
115,84.77272727,17,14.7826087,143,82.36,35,24.47552448,1
168,78.32692308,71,42.26190476,164,77.96,69,42.07317073,1
158,82.70192308,4,2.53164557,158,85.36333333,5,3.164556962,1
138,84.36538462,1,0.724637681,138,82.46333333,1,0.724637681,1
165,85.37980769,15,9.090909091,165,84.88666667,13,7.878787879,1
249,83.76086957,90,36.14457831,231,82.54333333,86,37.22943723,1
93,81.27433628,13,13.97849462,152,79.09,14,9.210526316,1
187,86.13709677,10,5.347593583,280,80.75333333,39,13.92857143,1
175,78.35185185,26,14.85714286,318,75.66666667,38,11.94968553,1
177,83.91044776,16,9.039548023,170,85.33333333,14,8.235294118,1
247,86.21186441,33,13.36032389,245,84.2,25,10.20408163,0
138,76.53846154,50,36.23188406,138,76.00333333,57,41.30434783,1
187,83.7983871,51,27.27272727,280,79.01666667,87,31.07142857,1
263,83.25,78,29.65779468,263,83.84333333,74,28.13688213,0
177,81.91044776,40,22.59887006,172,84.27666667,31,18.02325581,1
156,82.87288136,30,19.23076923,190,82.98666667,72,37.89473684,1
80,85.02459016,21,26.25,79,82.2,35,44.30379747,1
175,79.20192308,38,21.71428571,175,79.66666667,55,31.42857143,1
187,84.31451613,45,24.06417112,237,82.93,62,26.16033755,1
156,83.8220339,17,10.8974359,156,84.81,21,13.46153846,1
174,78.75,32,18.3908046,173,76.91333333,83,47.97687861,1
214,82.125,79,36.91588785,214,84.82,78,36.44859813,1
220,87.875,32,14.54545455,220,88.31333333,33,15,1
155,80.07272727,69,44.51612903,222,79.48666667,90,40.54054054,1
214,83.78846154,17,7.943925234,214,82.31,26,12.14953271,1
79,84.61,1,1.265822785,79,85.89666667,1,1.265822785,1
143,83.53153153,59,41.25874126,143,84.69333333,65,45.45454545,1
177,81.04477612,66,37.28813559,167,82,47,28.14371257,1
263,90.53846154,6,2.281368821,263,90.14666667,7,2.661596958,1
72,81.02,26,36.11111111,72,80.36333333,38,52.77777778,1
180,85.82575758,7,3.888888889,255,82.85333333,17,6.666666667,0
156,83.68269231,14,8.974358974,156,83.33333333,17,10.8974359,1
156,83.10169492,28,17.94871795,190,82.78666667,71,37.36842105,0
175,80.61111111,4,2.285714286,175,82.77666667,12,6.857142857,1
168,79.83653846,27,16.07142857,162,79.59666667,50,30.86419753,1
187,83.18,70,37.43315508,186,86.22666667,72,38.70967742,1
160,81.2890625,27,16.875,160,82.70333333,27,16.875,1
115,84.88636364,14,12.17391304,115,87.06666667,19,16.52173913,1
233,88.25,10,4.291845494,233,88.37666667,13,5.579399142,1
144,81.37,71,49.30555556,144,81.22333333,79,54.86111111,1
187,85.16935484,31,16.57754011,237,83.91333333,38,16.03375527,1
174,82.91,26,14.94252874,174,83.96333333,46,26.43678161,1
65,83.81779449,5,7.692307692,65,83.69,8,12.30769231,1
214,83.75,18,8.411214953,214,82.78666667,35,16.35514019,1
220,86.51923077,68,30.90909091,220,86.54333333,67,30.45454545,1
137,84.19047619,2,1.459854015,202,82.83,11,5.445544554,0
123,83.98076923,38,30.89430894,122,85.12,42,34.42622951,1
187,83.44,62,33.15508021,187,88.54,125,66.84491979,1
373,82.54,163,43.6997319,372,84.36333333,94,25.2688172,1
143,84.26126126,47,32.86713287,143,86.6,38,26.57342657,1
263,82.21153846,106,40.30418251,263,83.51666667,104,39.54372624,0
137,83.16666667,3,2.189781022,170,81.89666667,18,10.58823529,1
137,86.375,27,19.7080292,124,87.29,27,21.77419355,1
143,84.79279279,37,25.87412587,242,83.01,36,14.87603306,1
58,83.19298246,6,10.34482759,58,83.88666667,5,8.620689655,1
102,81.26984127,24,23.52941176,161,78.96,42,26.08695652,1
161,82.58878505,19,11.80124224,160,82.57,16,10,0
175,79.24038462,35,20,175,80.39333333,34,19.42857143,1
187,85.40322581,25,13.36898396,281,82.61,101,35.9430605,1
106,82.86538462,27,25.47169811,106,83.29666667,25,23.58490566,1
263,89.09615385,15,5.703422053,263,88.08666667,17,6.463878327,1
233,80.32692308,69,29.61373391,233,80.11,70,30.04291845,1
249,82.98913043,127,51.00401606,226,81.34666667,114,50.44247788,1
156,85.59322034,8,5.128205128,190,86.53,17,8.947368421,1
156,87.05932203,2,1.282051282,190,87.89333333,10,5.263157895,1
187,83.42741935,64,34.22459893,230,83.08666667,85,36.95652174,1
137,82.95378151,5,3.649635036,137,82.82333333,9,6.569343066,1
137,84.95192308,62,45.25547445,122,83.35666667,74,60.6557377,1
220,88.84615385,17,7.727272727,220,89.93333333,20,9.090909091,1
177,84.59701493,10,5.649717514,162,84.35,9,5.555555556,1
102,81.74603175,17,16.66666667,132,82.99,23,17.42424242,0
156,86.3220339,5,3.205128205,190,85.78,25,13.15789474,1
168,80,24,14.28571429,167,82.09,19,11.37724551,1
82,85.41346154,3,3.658536585,80,86.45,4,5,1
220,88.02884615,28,12.72727273,220,88.18,43,19.54545455,1
115,86.50757576,4,3.47826087,144,86.91,5,3.472222222,1
175,79.53846154,25,14.28571429,175,79.69333333,35,20,1
175,79.47115385,28,16,175,80.42666667,40,22.85714286,1
168,78.42307692,64,38.0952381,164,77.15666667,78,47.56097561,1
122,82.45967742,22,18.03278689,122,81.69,47,38.52459016,1
214,82.24038462,72,33.64485981,214,81.54666667,74,34.57943925,1
137,86.02884615,32,23.35766423,124,86.09666667,37,29.83870968,0
193,83.05,30,15.54404145,193,83.45,30,15.54404145,1
115,81.99242424,41,35.65217391,115,84.71333333,38,33.04347826,1
122,82.62903226,18,14.75409836,122,83.96333333,16,13.1147541,1
165,84.17067308,53,32.12121212,165,82.38,94,56.96969697,1
187,83.65322581,54,28.87700535,186,86.2,63,33.87096774,1
122,81.83870968,37,30.32786885,122,82.67,37,30.32786885,1
175,79.34615385,32,18.28571429,175,79.89666667,43,24.57142857,1
175,81.38888889,3,1.714285714,247,79.98,4,1.619433198,1
122,81.85483871,35,28.68852459,122,81.31333333,44,36.06557377,1
208,86.45192308,81,38.94230769,208,88.09,75,36.05769231,1
50,82.61538462,24,48,50,82.48666667,26,52,1
122,82.95967742,13,10.6557377,122,81.27,11,9.016393443,1
142,83.99,25,17.6056338,142,83.39333333,31,21.83098592,0
122,84.36885246,1,0.819672131,122,84.66666667,1,0.819672131,1
122,82.66935484,16,13.1147541,122,82.95,21,17.21311475,1
122,83.37903226,5,4.098360656,122,83.81666667,7,5.737704918,1
122,83.73387097,3,2.459016393,122,83.78333333,3,2.459016393,1
249,83.0326087,120,48.19277108,232,82.42,103,44.39655172,1
225,81.84615385,90,40,222,83.26333333,58,26.12612613,1
175,79.79807692,21,12,174,78.79666667,25,14.36781609,1
187,83.90322581,49,26.20320856,280,79.93666667,44,15.71428571,1
214,82.15384615,78,36.44859813,214,82.31,76,35.51401869,1
137,85.47115385,51,37.22627737,134,87.21666667,63,47.01492537,1
122,83.06451613,10,8.196721311,122,82.66333333,21,17.21311475,0
122,82.62096774,19,15.57377049,122,82.51666667,20,16.39344262,1
220,81.39182692,38,17.27272727,220,80.79666667,62,28.18181818,1
177,80.46268657,86,48.58757062,172,82.39,83,48.25581395,1
187,84.45967742,41,21.92513369,229,82.55333333,66,28.8209607,1
178,83.19230769,56,31.46067416,178,84.61333333,62,34.83146067,1
187,82.16129032,103,55.0802139,186,85.31,92,49.46236559,1
153,87.07692308,14,9.150326797,152,87.16666667,27,17.76315789,0
165,84.17307692,51,30.90909091,165,83.25666667,68,41.21212121,1
50,82.80645161,7,14,52,81.91333333,9,17.30769231,1
214,83.83653846,15,7.009345794,214,83.27666667,24,11.21495327,1
65,87.07142857,15,23.07692308,111,86.96333333,19,17.11711712,0
122,83.34677419,6,4.918032787,122,80.72666667,28,22.95081967,1
220,86.57692308,64,29.09090909,220,87.4,57,25.90909091,1
123,82.68518519,22,17.88617886,199,82.27666667,30,15.07537688,1
65,89.61904762,1,1.538461538,111,88.91,8,7.207207207,1
90,89.375,20,22.22222222,90,87.69666667,27,30,1
187,82.19,100,53.47593583,186,85.71333333,78,41.93548387,0
137,82.50793651,12,8.759124088,170,83.61333333,16,9.411764706,1
123,85.92592593,5,4.06504065,161,86.11,4,2.48447205,1
220,88.89423077,16,7.272727273,220,88.36333333,14,6.363636364,1
143,83.53153153,59,41.25874126,242,83.57,48,19.83471074,1
197,86.29,15,7.614213198,196,88.39333333,17,8.673469388,0
263,83.80769231,64,24.33460076,263,81.48333333,133,50.57034221,1
214,82.23076923,73,34.11214953,214,79.69666667,146,68.22429907,1
141,82.16730769,38,26.95035461,138,82.42,40,28.98550725,1
249,83.7826087,89,35.74297189,233,84.36666667,81,34.7639485,1
61,92.5530303,6,9.836065574,59,94.38666667,7,11.86440678,1
322,83.84615385,124,38.50931677,318,84.52333333,117,36.79245283,1
61,82.68625,19,31.14754098,61,83.27666667,20,32.78688525,1
92,80,28,30.43478261,164,78.59333333,72,43.90243902,1
230,81.73,89,38.69565217,230,82.24333333,102,44.34782609,1
233,86.43564356,30,12.87553648,233,86.44333333,24,10.30042918,1
137,85.28846154,55,40.1459854,120,83.23333333,48,40,1
219,86.81512605,24,10.95890411,211,83.82,26,12.32227488,0
82,86.04504505,2,2.43902439,79,83.75333333,3,3.797468354,1
156,82.51694915,35,22.43589744,156,83.52,35,22.43589744,0
156,83.31,21,13.46153846,156,83.93,33,21.15384615,0
175,80.68269231,13,7.428571429,175,80.52,16,9.142857143,1
137,80.82352941,17,12.40875912,137,79.56,14,10.2189781,1
233,79.57692308,90,38.62660944,233,79.71333333,91,39.05579399,1
156,83.27966102,24,15.38461538,190,84.43,27,14.21052632,1
72,85.432,5,6.944444444,72,86.06,9,12.5,0
84,74.15,41,48.80952381,84,76.51333333,30,35.71428571,1
102,86.64814815,11,10.78431373,131,85.92666667,13,9.923664122,1
115,84.83333333,16,13.91304348,144,85.64333333,17,11.80555556,1
148,81.14,34,22.97297297,148,81.57,53,35.81081081,1
122,82.13,8,6.557377049,122,83.97666667,9,7.37704918,1
168,79,47,27.97619048,167,80.57666667,45,26.94610778,1
168,79.32,39,23.21428571,167,80.79,36,21.55688623,1
82,83.14423077,8,9.756097561,82,83.76666667,8,9.756097561,1
93,80.69911504,19,20.43010753,152,77.96,31,20.39473684,1
187,82.89516129,78,41.71122995,281,81.27,96,34.16370107,1
175,77.96296296,30,17.14285714,247,77.20333333,90,36.43724696,1
82,83.79279279,11,13.41463415,80,82.84333333,19,23.75,1
115,83.78030303,23,20,144,85.33333333,27,18.75,1
233,81.26923077,58,24.89270386,233,82.30666667,77,33.0472103,1
65,88.54761905,5,7.692307692,111,89.59666667,5,4.504504505,1
168,78.91346154,53,31.54761905,164,79.60666667,38,23.17073171,1
175,80.75961538,11,6.285714286,174,80.47666667,7,4.022988506,1
175,78.07692308,88,50.28571429,174,77.40666667,96,55.17241379,1
175,78.29807692,75,42.85714286,175,78.25,69,39.42857143,0
263,86.66346154,32,12.16730038,263,87,41,15.58935361,1
208,87.48076923,46,22.11538462,204,87.56,49,24.01960784,1
127,82.50413223,10,7.874015748,133,80.49,37,27.81954887,1
177,81.31343284,62,35.02824859,160,79.97333333,55,34.375,1
193,81.58,41,21.24352332,193,81.83333333,70,36.26943005,0
